Deal Type,Announce Date,Target Ticker,Target Name,Acquirer Ticker,Announced Total Value (mil.),Payment Type,Deal Status,Completion/Termination Date,Cash Terms,Target Industry Sector
M&A,12/15/2010,DYNIQ US,Dynegy Inc/Old,IEP US,4734.27,Cash,Terminated,2/18/2011,5.5000/sh.,Utilities
M&A,3/7/2017,TERP US,TerraForm Power Inc,BAM/A CN,4724.71,Cash or Stock,Completed,10/16/2017,9.5200/sh.,Energy
M&A,10/20/2014,CNL US,Cleco Corporate Holdings LLC,,4685.34,Cash,Completed,4/14/2016,55.3700/sh.,Utilities
M&A,1/27/2017,BOK LN,Booker Group PLC,TSCO LN,4682.35,Cash and Stock,Pending, ,.4260/sh.,"Consumer, Non-cyclical"
M&A,7/1/2016,IT IM,Italcementi SpA,HEI GR,4676.82,Cash,Completed,10/12/2016,10.6000/sh.,Industrial
M&A,2/25/2015,UIL US,UIL Holdings Corp/Old,IBE SM,4673.06,Cash and Stock,Completed,12/17/2015,10.5000/sh.,Utilities
M&A,8/13/2010,DYNIQ US,Dynegy Inc/Old,BX US,4659.56,Cash,Terminated,11/23/2010,5.0000/sh.,Utilities
M&A,5/19/2016,TEC FP,Technip SA,FTI US,4651.15,Stock,Completed,1/17/2017,N/A,Energy
M&A,4/20/2011,DPL US,DPL Inc,AES US,4639.58,Cash,Completed,11/28/2011,30.0000/sh.,Utilities
M&A,5/16/2016,ANAC US,Anacor Pharmaceuticals Inc,PFE US,4632.7,Cash,Completed,6/27/2016,99.2500/sh.,"Consumer, Non-cyclical"
M&A,7/12/2010,HEW US,Aon Hewitt LLC,AON US,4628.12,Cash and Stock,Completed,10/4/2010,25.6100/sh.,"Consumer, Non-cyclical"
M&A,7/15/2010,ITO AU,Intoll Group,3682Z CN,4626.45,Cash,Completed,12/20/2010,1.5200/sh.,"Consumer, Non-cyclical"
M&A,10/1/2014,OILT US,Enterprise Terminaling Services LP,EPD US,4589.06,Cash and Stock,Completed,10/1/2014,2210.0000 Mln,Energy
M&A,7/12/2013,ISYS LN,Invensys Ltd,SU FP,4587.43,Cash and Stock,Completed,1/20/2014,3.7200/sh.,Industrial
M&A,10/20/2014,NUO NA,Nutreco NV,SHV NA,4585.27,Cash,Completed,4/17/2015,45.2500/sh.,"Consumer, Non-cyclical"
M&A,5/4/2011,VSEA US,Varian Semiconductor Equipment Associates Inc,AMAT US,4572.39,Cash,Completed,11/11/2011,63.0000/sh.,Technology
M&A,7/9/2012,AGP US,AMERIGROUP Corp,ANTM US,4555.96,Cash,Completed,12/24/2012,92.0000/sh.,"Consumer, Non-cyclical"
M&A,10/17/2011,BEXP US,Brigham Exploration Co,STL NO,4540.6,Cash,Completed,12/9/2011,36.5000/sh.,Energy
M&A,7/12/2012,AGS LN,Dentsu Aegis Network Ltd,4324 JP,4539.09,Cash,Completed,3/27/2013,2.4000/sh.,Communications
M&A,1/27/2012,SOA US,Solutia Inc,EMN US,4501.42,Cash and Stock,Completed,7/3/2012,22.0000/sh.,Basic Materials
M&A,3/6/2017,ADN LN,Aberdeen Asset Management PLC,SLA LN,4491.76,Stock,Completed,8/15/2017,N/A,Financial
M&A,11/14/2016,TSGI CN,Stars Group Inc/The,,4479.08,Cash,Terminated,12/20/2016,24.0000/sh.,"Consumer, Cyclical"
M&A,1/11/2011,1426897D CN,Cliffs Quebec Iron Mining ULC,CLF US,4478.23,Cash,Completed,5/16/2011,17.2500/sh.,Basic Materials
M&A,9/28/2015,MEG US,Media General Inc,NXST US,4474.32,Cash and Stock,Completed,1/18/2017,10.5500/sh.,Communications
M&A,6/23/2014,MCRS US,MICROS Systems Inc,ORCL US,4429.38,Cash,Completed,9/9/2014,68.0000/sh.,Technology
M&A,5/30/2016,1567411D HK,Dalian Wanda Commercial Properties Co Ltd,,4428.07,Cash,Completed,9/21/2016,52.8000/sh.,Financial
M&A,7/2/2012,6665 JP,Micron Memory Japan Inc,MU US,4425.64,Cash,Completed,7/31/2013,60000.0000 Mln,Technology
M&A,4/7/2015,TNTE NA,TNT Express BV,FDX US,4406.23,Cash,Completed,7/4/2016,8.0000/sh.,Industrial
M&A,7/1/2012,LNCR US,Lincare Holdings Inc,LIN GR,4403.8,Cash,Completed,8/14/2012,41.5000/sh.,"Consumer, Non-cyclical"
M&A,11/20/2014,CGG FP,CGG SA,TEC FP,4403.5,Cash,Terminated,12/15/2014,8.3000/sh.,Energy
M&A,2/6/2014,POH1S FH,OP Corporate Bank plc,96070Z FH,4400.23,Cash,Completed,10/1/2014,16.1300/sh.,Financial
M&A,10/21/2015,SWI US,SolarWinds Inc,,4397.4,Cash,Completed,2/5/2016,60.1000/sh.,Technology
M&A,10/1/2012,9427 JP,Ymobile Corp,9984 JP,4388.57,Stock,Completed,12/26/2012,N/A,Communications
M&A,4/27/2015,IGTE US,IGATE Corp,CAP FP,4387.34,Cash,Completed,7/2/2015,48.0000/sh.,Technology
M&A,6/14/2011,GRM US,Graham Packaging Co Inc,3589489Z NZ,4365.07,Cash,Completed,9/9/2011,25.5000/sh.,Industrial
M&A,12/19/2016,AWHHF US,Allied World Assurance Co Holdings AG,FFH CN,4364.67,Cash and Stock,Completed,8/28/2017,23.0000/sh.,Financial
M&A,7/20/2012,APB SP,Heineken Asia MTN Pte Ltd,HEIA NA,4360.64,Cash,Completed,11/15/2012,53.0000/sh.,"Consumer, Non-cyclical"
M&A,6/15/2015,TRAK US,Dealertrack Technologies Inc,1026Z US,4353.52,Cash,Completed,10/2/2015,63.2500/sh.,Technology
M&A,1/1/2014,CGC US,FCA US LLC,F IM,4350,Cash,Completed,1/21/2014,4350.0000 Mln,"Consumer, Cyclical"
M&A,2/21/2013,BRY US,Berry Petroleum Co LLC,LNCOQ US,4331.24,Stock,Completed,12/17/2013,N/A,Energy
M&A,5/22/2012,ARBA US,Ariba Inc,SAP GR,4324.07,Cash,Completed,10/2/2012,45.0000/sh.,Technology
M&A,12/1/2016,CLC US,CLARCOR Inc,PH US,4289.15,Cash,Completed,2/28/2017,83.0000/sh.,Industrial
M&A,5/16/2016,MRD US,Range Resources-Louisiana Inc,RRC US,4287.41,Stock,Completed,9/19/2016,N/A,Energy
M&A,6/6/2011,TIN US,Temple-Inland LLC,IP US,4276.47,Cash,Completed,2/13/2012,32.0000/sh.,Industrial
M&A,12/11/2013,UNS US,UNS Energy Corp,FTS CN,4270.68,Cash,Completed,8/18/2014,60.2500/sh.,Utilities
M&A,12/3/2014,HE US,Hawaiian Electric Industries Inc,NEE US,4264.82,Stock,Terminated,7/18/2016,N/A,Utilities
M&A,5/7/2015,TCY LN,Telecity Group PLC,EQIX US,4260.83,Cash and Stock,Completed,1/18/2016,5.7250/sh.,Communications
M&A,8/11/2015,TEX US,Terex Corp,KCR FH,4238.55,Stock,Terminated,5/16/2016,N/A,Industrial
M&A,8/26/2016,RAX US,Rackspace Hosting Inc,,4215.37,Cash,Completed,11/3/2016,32.0000/sh.,Technology
M&A,7/23/2012,1235274D US,GenOn Energy Inc,NRG US,4210.09,Stock,Completed,12/17/2012,N/A,Utilities
M&A,1/15/2010,TRA US,Terra Industries Inc,YAR NO,4203.96,Cash,Terminated,3/12/2010,41.1000/sh.,Basic Materials
M&A,12/15/2015,HPY US,Heartland Payment Systems Inc,GPN US,4171.15,Cash and Stock,Completed,4/25/2016,53.2800/sh.,"Consumer, Non-cyclical"
M&A,4/18/2012,CHSI US,Catalyst Health Solutions Inc,CCT CN,4167.01,Cash and Stock,Completed,7/3/2012,28.0000/sh.,"Consumer, Non-cyclical"
M&A,11/28/2012,IMN CN,Inmet Mining Corp,FM CN,4165.76,Cash and Stock,Completed,4/10/2013,36.0000/sh.,Basic Materials
M&A,6/30/2016,STRZA US,Starz Acquisition LLC /CO,LGF/A US,4154.1,Cash,Completed,12/9/2016,18.0000/sh.,Communications
M&A,1/12/2011,LUN CN,Lundin Mining Corp,IMN CN,4152.93,Stock,Terminated,3/29/2011,N/A,Basic Materials
M&A,12/2/2010,WBDF RM,Wimm-Bill-Dann Foods OJSC,PEP US,4152.7,Cash,Completed,2/3/2011,132.0000/sh.,"Consumer, Non-cyclical"
M&A,1/29/2013,CPNO US,Copano Energy LLC,KMP US,4151.13,Stock,Completed,5/2/2013,N/A,Energy
M&A,11/30/2010,BEZ US,Baldor Electric Co,ABBN SW,4146.4,Cash,Completed,1/28/2011,63.5000/sh.,Industrial
M&A,4/25/2017,APFH US,AdvancePierre Foods Holdings Inc,TSN US,4140.75,Cash,Completed,6/8/2017,40.2500/sh.,"Consumer, Cyclical"
M&A,9/20/2015,ATML US,Atmel Corp,DLG GR,4122.21,Cash and Stock,Terminated,1/19/2016,4.6500/sh.,Technology
M&A,4/6/2014,RBXY IN,Ranbaxy Laboratories Ltd,SUNP IN,4122.09,Stock,Completed,9/2/2015,N/A,"Consumer, Non-cyclical"
M&A,1/16/2013,PMZ-U CN,Primaris Retail Real Estate Investment Trust,HR-U CN,4105.77,Cash or Stock,Completed,4/9/2013,28.0000/sh.,Financial
M&A,9/29/2014,TIBX US,TIBCO Software Inc,389272Z US,4100.7,Cash,Completed,12/8/2014,24.0000/sh.,Communications
M&A,6/24/2013,VHS US,Vanguard Health Systems Inc,THC US,4095.92,Cash,Completed,10/1/2013,21.0000/sh.,"Consumer, Non-cyclical"
M&A,4/23/2013,MAKRO TB,Siam Makro PCL,CPALL TB,4083.25,Cash,Completed,6/26/2013,787.0000/sh.,"Consumer, Cyclical"
M&A,5/27/2016,FEIC US,FEI Co,TMO US,4071.48,Cash,Completed,9/21/2016,107.5000/sh.,Industrial
M&A,6/23/2016,QUNR US,Qunar Cayman Islands Ltd,1414638D LN,4067.44,Cash,Completed,3/1/2017,30.3900/sh.,"Consumer, Cyclical"
M&A,7/12/2013,LEAP US,Leap Wireless International Inc,T US,4060.34,Cash,Completed,3/17/2014,15.0000/sh.,Communications
M&A,5/28/2013,LPS US,Black Knight InfoServ LLC,1023761D US,4060.02,Cash and Stock,Completed,1/3/2014,28.1020/sh.,"Consumer, Non-cyclical"
M&A,7/11/2011,MCC AU,Peabody Energy Australia PCI Pty Ltd,,4045.85,Cash,Completed,12/22/2011,16.2500/sh.,Energy
M&A,6/3/2013,CLP US,Colonial Properties Trust,MAA US,4041.7,Stock,Completed,10/2/2013,N/A,Financial
M&A,5/8/2017,CCP US,Care Capital Properties Inc,SBRA US,4034.62,Stock,Completed,8/17/2017,N/A,Financial
M&A,5/21/2012,9501 JP,Tokyo Electric Power Co Holdings Inc,0450184D JP,4034.29,Cash,Completed,7/31/2012,320000.0000 Mln,Utilities
M&A,5/12/2015,AOL US,Oath Inc,VZ US,4025.33,Cash,Completed,6/23/2015,50.0000/sh.,Communications
M&A,12/17/2010,MI US,Marshall & Ilsley Corp,BMO CN,4020.85,Stock,Completed,7/6/2011,N/A,Financial
M&A,11/14/2016,MENT US,Mentor Graphics Corp,SIE GR,4011.66,Cash,Completed,3/31/2017,37.2500/sh.,Technology
M&A,4/13/2011,GRM US,Graham Packaging Co Inc,SLGN US,4002.17,Cash and Stock,Terminated,6/17/2011,4.7500/sh.,Industrial
M&A,10/30/2015,FNFG US,First Niagara Financial Group Inc,KEY US,3992.36,Cash and Stock,Completed,8/1/2016,2.3000/sh.,Financial
M&A,3/16/2015,1508335D US,Life Time Fitness Inc,,3980.44,Cash,Completed,6/11/2015,72.1000/sh.,"Consumer, Cyclical"
M&A,5/18/2016,KU2 GR,KUKA AG,000333 CH,3980.36,Cash,Completed,1/2/2017,115.0000/sh.,Industrial
M&A,3/13/2017,AMFW LN,Amec Foster Wheeler PLC,WG/ LN,3973.66,Stock,Completed,10/9/2017,N/A,Energy
M&A,3/10/2015,8270 JP,UNY Group Holdings Co Ltd,8028 JP,3963.53,Stock,Completed,8/29/2016,N/A,"Consumer, Non-cyclical"
M&A,8/4/2017,PAYS LN,Paysafe Group Ltd,,3941.89,Cash,Completed,12/21/2017,5.9000/sh.,Communications
M&A,9/2/2010,BKC US,Burger King Holdings Inc,4071428Z US,3933.94,Cash,Completed,10/20/2010,24.0000/sh.,"Consumer, Cyclical"
M&A,5/11/2015,1477069D US,Rosetta Resources Inc,NBL US,3916.77,Stock,Completed,7/21/2015,N/A,Energy
M&A,12/5/2012,PMZ-U CN,Primaris Retail Real Estate Investment Trust,,3905.85,Cash,Terminated,2/5/2013,26.0000/sh.,Financial
M&A,1/23/2011,SSCC US,Smurfit-Stone Container Corp,RKT US,3904.77,Cash and Stock,Completed,5/31/2011,17.5000/sh.,Industrial
M&A,9/6/2016,CPHD US,Cepheid,DHR US,3896.58,Cash,Completed,11/8/2016,53.0000/sh.,"Consumer, Non-cyclical"
M&A,1/16/2012,PVE CN,Pembina NGL Corp,PPL CN,3896.43,Stock,Completed,4/9/2012,N/A,Energy
M&A,12/17/2014,CGL LN,Catlin Group Ltd,XL US,3889.09,Cash and Stock,Completed,5/1/2015,3.8800/sh.,Financial
M&A,9/16/2014,GRT US,Glimcher Realty Trust,WPG US,3867.66,Cash and Stock,Completed,1/16/2015,10.4000/sh.,Financial
M&A,1/30/2012,TNB US,Thomas & Betts Corp,ABBN SW,3867.01,Cash,Completed,5/17/2012,72.0000/sh.,Industrial
M&A,11/18/2010,WTN CN,Western Coal Corp,WLTGQ US,3855.86,Cash or Stock,Completed,4/7/2011,11.5000/sh.,Energy
M&A,5/13/2011,0609237D CN,TMX Group Inc,,3851.5,Cash or Stock,Completed,9/19/2012,50.0000/sh.,Financial
M&A,3/8/2013,1504558D US,Gardner Denver Inc,,3850.19,Cash,Completed,7/31/2013,76.0000/sh.,Industrial
M&A,2/6/2015,1638 HK,Kaisa Group Holdings Ltd,1918 HK,3837.52,Cash,Terminated,5/28/2015,1.8000/sh.,Financial
M&A,7/21/2010,SSL LN,SSL International PLC,RB/ LN,3822.27,Cash,Completed,11/29/2010,11.6300/sh.,"Consumer, Non-cyclical"
M&A,7/15/2010,NTY US,Nature's Bounty Co/The,,3812,Cash,Completed,10/1/2010,55.0000/sh.,"Consumer, Non-cyclical"
M&A,10/24/2011,0967702D US,HealthSpring Inc,CI US,3803.02,Cash,Completed,1/31/2012,55.0000/sh.,"Consumer, Non-cyclical"
M&A,4/15/2010,ME US,Mariner Energy Inc,APA US,3801.5,Cash or Stock,Completed,11/11/2010,26.0000/sh.,Energy
M&A,4/28/2016,DWA US,DreamWorks Animation LLC,CMCSA US,3797.2,Cash,Completed,8/23/2016,41.0000/sh.,"Consumer, Cyclical"
M&A,5/8/2014,ENV AU,Australian Gas Networks Ltd,,3794.68,Cash,Completed,10/20/2014,1.3200/sh.,Utilities
M&A,10/2/2017,PJC/A CN,Jean Coutu Group PJC Inc/The,MRU CN,3790.25,Cash or Stock,Pending,6/30/2018,24.5000/sh.,"Consumer, Cyclical"
M&A,10/25/2010,1074528D US,CommScope Inc,,3787.8,Cash,Completed,1/14/2011,31.5000/sh.,Communications
M&A,11/2/2015,8333 JP,Joyo Bank Ltd/The,7167 JP,3776.22,Stock,Completed,9/28/2016,N/A,Financial
M&A,1/25/2016,FMER US,FirstMerit Corp,HBAN US,3760.32,Cash and Stock,Completed,8/17/2016,5.0000/sh.,Financial
M&A,3/16/2012,ACM/A CN,Astral Media Inc,BCE CN,3759.85,Cash,Completed,7/9/2013,50.0000/sh.,Communications
M&A,4/30/2012,0991739D US,Gen-Probe Inc,HOLX US,3757.47,Cash,Completed,8/2/2012,82.7500/sh.,"Consumer, Non-cyclical"
M&A,8/7/2016,MFRM US,Mattress Firm Holding Corp,SNH GR,3746.29,Cash,Completed,9/19/2016,64.0000/sh.,"Consumer, Cyclical"
M&A,12/10/2012,6723 JP,Renesas Electronics Corp,INCJZ JP,3735.56,Cash,Completed,9/30/2013,120.0000/sh.,Technology
M&A,8/11/2015,SYA US,Symetra Financial Corp,0003 JP,3716.29,Cash,Completed,2/1/2016,32.0000/sh.,Financial
M&A,1/23/2017,CPFE3 BZ,CPFL Energia SA,CHSGCZ CH,3711.79,Cash,Pending,11/30/2017,25.5100/sh.,Utilities
M&A,9/27/2010,1281683D US,Alberto-Culver Co,UNA NA,3701.34,Cash,Completed,5/11/2011,37.5000/sh.,"Consumer, Non-cyclical"
M&A,3/22/2013,MAN GR,MAN SE,VOW GR,3694.26,Cash,Pending, ,80.8900/sh.,Industrial
M&A,11/21/2011,TRH US,Transatlantic Holdings Inc,Y US,3693.24,Cash and Stock,Completed,3/6/2012,14.2200/sh.,Financial
M&A,7/23/2014,BA CN,Bell Aliant Inc,BCE CN,3677.44,Cash or Stock,Completed,11/3/2014,31.0000/sh.,Communications
M&A,11/19/2013,CPA AU,DEXUS CPA Trust,GPT AU,3677.17,Cash and Stock,Terminated,1/24/2014,.7533/sh.,Financial
M&A,4/19/2010,9408593Q LN,Arriva PLC,DBHN GR,3668.33,Cash,Completed,8/31/2010,7.7500/sh.,Industrial
M&A,6/1/2010,MCCC US,Mediacom Communications Corp,,3623.59,Cash,Completed,3/7/2011,8.7500/sh.,Communications
M&A,12/13/2012,CLWR US,Clearwire Corp,0848680D US,3603.82,Cash,Completed,7/10/2013,5.0000/sh.,Communications
M&A,6/9/2014,IDIX US,Idenix Pharmaceuticals LLC,MRK US,3584.72,Cash,Completed,8/6/2014,24.5000/sh.,"Consumer, Non-cyclical"
M&A,1/24/2017,APPD US,AppDynamics Inc,CSCO US,3575.88,Cash,Completed,3/22/2017,3700.0000 Mln,Technology
M&A,4/29/2016,1448021D US,Parkway Properties Inc/Md,CUZ US,3575.55,Stock,Completed,10/6/2016,N/A,Financial
M&A,7/21/2016,JOY US,Komatsu Mining Corp,6301 JP,3564.32,Cash,Completed,4/6/2017,28.3000/sh.,Industrial
M&A,6/10/2016,AXLL US,Axiall Corp,WLK US,3541.98,Cash,Completed,8/31/2016,33.0000/sh.,Basic Materials
M&A,4/18/2012,SFR NO,Circle K AS,ATD/B CN,3527.05,Cash,Completed,7/13/2012,51.2000/sh.,"Consumer, Cyclical"
M&A,9/20/2017,ASHG US,ASH Grove Cement Co,CRH ID,3500,Cash,Pending,6/30/2018,3500.0000 Mln,Industrial
M&A,2/3/2017,AREVA FP,Areva SA,223727Z FP,3498.35,Cash,Completed,7/12/2017,4.5000/sh.,Industrial
M&A,8/10/2015,2868 HK,Beijing Capital Land Ltd,BCGLZ CH,3477.16,Cash,Completed,11/11/2015,3.0800/sh.,Financial
M&A,12/15/2016,MLCO US,Melco Resorts & Entertainment Ltd,200 HK,3461.85,Cash,Completed,2/16/2017,1100.8008 Mln,"Consumer, Cyclical"
M&A,10/1/2012,ARI AU,ACN 004 410 833 Ltd,,3450.27,Cash,Terminated,10/31/2012,.8800/sh.,Basic Materials
M&A,10/3/2011,PPDI US,Pharmaceutical Product Development LLC,,3448.97,Cash,Completed,12/6/2011,33.2500/sh.,"Consumer, Non-cyclical"
M&A,4/19/2016,LXK US,Lexmark International Inc,,3444.43,Cash,Completed,11/29/2016,40.5000/sh.,Technology
M&A,4/16/2014,1413620D CN,Osisko Mining Corp /Old,,3444.37,Cash and Stock,Completed,6/17/2014,2.0900/sh.,Basic Materials
M&A,11/13/2015,CTIP3 BZ,CETIP SA - Mercados Organizados,BVMF3 BZ,3441.42,Cash and Stock,Completed,3/30/2017,31.8932/sh.,Financial
M&A,2/8/2016,BIGC TB,Big C Supercenter PCL,BJC TB,3439.31,Cash,Completed,3/21/2016,252.8800/sh.,"Consumer, Cyclical"
M&A,9/26/2016,BATS US,Bats Global Markets Inc,CBOE US,3431.53,Cash and Stock,Completed,3/1/2017,10.0000/sh.,Financial
M&A,3/13/2017,DH CN,DH Corp,389272Z US,3431.5,Cash,Completed,6/16/2017,25.5000/sh.,Technology
M&A,8/13/2012,FMCN US,Focus Media Holding Ltd,,3427.06,Cash,Completed,5/24/2013,27.5000/sh.,Communications
M&A,8/11/2014,TWE AU,Treasury Wine Estates Ltd,,3412.79,Cash,Terminated,9/29/2014,5.2000/sh.,"Consumer, Non-cyclical"
M&A,11/11/2013,VPHM US,Shire ViroPharma Inc,SHP LN,3410.67,Cash,Completed,1/27/2014,50.0000/sh.,"Consumer, Non-cyclical"
M&A,5/23/2016,ACAS US,American Capital Ltd,ARCC US,3409.28,Cash and Stock,Completed,1/4/2017,7.6100/sh.,Financial
M&A,5/20/2014,TWE AU,Treasury Wine Estates Ltd,,3406.53,Cash,Terminated,9/29/2014,5.2000/sh.,"Consumer, Non-cyclical"
M&A,9/8/2015,MDP US,Meredith Corp,MEG US,3404.99,Cash and Stock,Terminated,1/27/2016,14.9500/sh.,Communications
M&A,7/4/2017,MORE US,Monogram Residential Trust Inc,,3404.11,Cash,Completed,9/20/2017,12.0000/sh.,Financial
M&A,9/12/2011,NETL US,Netlogic I LLC,BRCM US,3396.5,Cash,Completed,2/21/2012,50.0000/sh.,Technology
M&A,6/4/2014,ALZ AU,Frasers Property Ltd,FCL SP,3385.65,Cash,Completed,10/31/2014,4.4800/sh.,Financial
M&A,6/27/2014,TT/ LN,TUI Travel Ltd,TUI LN,3384.46,Stock,Completed,12/17/2014,N/A,"Consumer, Cyclical"
M&A,4/22/2013,AEDU3 BZ,Anhanguera Educacional Participacoes SA,KROT3 BZ,3381.22,Stock,Completed,7/4/2014,N/A,"Consumer, Non-cyclical"
M&A,12/15/2014,RVBD US,Riverbed Technology Inc,,3373.35,Cash,Completed,4/24/2015,21.0000/sh.,Technology
M&A,3/7/2014,TGM GR,Rolls-Royce Power Systems AG,RR/ LN,3371.62,Cash,Completed,8/26/2014,2430.0000 Mln,Industrial
M&A,12/6/2010,RIV AU,Riversdale Mining Ltd,RIO AU,3370.95,Cash,Completed,7/8/2011,16.5000/sh.,Energy
M&A,3/30/2010,MCC AU,Peabody Energy Australia PCI Pty Ltd,BTU US,3366.92,Cash,Terminated,5/18/2010,15.0000/sh.,Energy
M&A,5/23/2016,2325 TT,Siliconware Precision Industries Co Ltd,2311 TT,3363.15,Cash,Pending, ,51.2000/sh.,Technology
M&A,10/10/2011,CPX US,SPN Fairway Acquisition Inc/TX,SPN US,3356.8,Cash and Stock,Completed,2/8/2012,7.0000/sh.,Energy
M&A,1/13/2014,1413620D CN,Osisko Mining Corp /Old,G CN,3347.7,Cash and Stock,Terminated,4/22/2014,2.9200/sh.,Basic Materials
M&A,2/26/2016,AMTG US,Apollo Residential Mortgage Inc,ARI US,3341.21,Cash and Stock,Completed,9/1/2016,6.8600/sh.,Financial
M&A,5/2/2016,MBT CN,Manitoba Telecom Services Inc,BCE CN,3329.8,Cash or Stock,Completed,3/21/2017,40.0000/sh.,Communications
M&A,6/12/2011,TRH US,Transatlantic Holdings Inc,AWHHF US,3324.35,Stock,Terminated,9/16/2011,N/A,Financial
M&A,3/8/2010,AOE AU,Arrow Energy Holdings Pty Ltd,,3323.47,Cash,Completed,8/26/2010,4.7000/sh.,Energy
M&A,11/5/2013,TELEC CP,O2 Czech Republic AS,576444Z NA,3322.8,Cash,Completed,1/28/2014,2467.0000 Mln,Communications
M&A,6/7/2017,BRSN LN,Berendsen PLC,ELIS FP,3316.73,Cash and Stock,Completed,9/13/2017,5.4000/sh.,"Consumer, Non-cyclical"
M&A,11/18/2015,EGPW IM,Enel Green Power SpA,ENEL IM,3314.73,Stock,Completed,4/1/2016,N/A,Utilities
M&A,4/18/2016,ATHM US,Autohome Inc,,3313.41,Cash,Terminated,10/12/2016,31.5000/sh.,Communications
M&A,10/12/2010,KG US,KP Pharmaceuticals LLC,PFE US,3312.5,Cash,Completed,3/1/2011,14.2500/sh.,"Consumer, Non-cyclical"
M&A,7/22/2010,ACF US,General Motors Financial Co Inc,GM US,3306.53,Cash,Completed,10/1/2010,24.5000/sh.,Financial
M&A,10/30/2017,AAAP US,Advanced Accelerator Applications SA,NOVN SW,3305.62,Cash,Pending,1/19/2018,82.0000/sh.,"Consumer, Non-cyclical"
M&A,1/19/2010,9205 JP,Japan Airlines Corp/Old,ETICJZ JP,3294.53,Cash,Completed,1/19/2010,300000.0000 Mln,"Consumer, Cyclical"
M&A,12/12/2011,384 HK,China Gas Holdings Ltd,,3277.73,Cash,Terminated,10/15/2012,3.5000/sh.,Energy
M&A,12/3/2011,SFSF US,SuccessFactors Inc,SAP GR,3275.98,Cash,Completed,2/23/2012,40.0000/sh.,Technology
M&A,8/26/2015,BET LN,Betfair Group Ltd,PPB LN,3265.91,Stock,Completed,2/2/2016,N/A,"Consumer, Cyclical"
M&A,11/3/2014,SAPE US,Sapient Corp,PUB FP,3264.73,Cash,Completed,2/9/2015,25.0000/sh.,Communications
M&A,3/1/2010,OSIP US,OSI Pharmaceuticals Inc,4503 JP,3259.09,Cash,Completed,6/9/2010,57.5000/sh.,"Consumer, Non-cyclical"
M&A,8/13/2010,TAMM4 BZ,TAM SA,LTM CI,3258.58,Stock,Completed,7/19/2012,N/A,"Consumer, Cyclical"
M&A,1/5/2017,CEB US,CEB Inc,IT US,3250.91,Cash and Stock,Completed,4/5/2017,54.0000/sh.,"Consumer, Non-cyclical"
M&A,8/7/2011,TRH US,Transatlantic Holdings Inc,BRK/A US,3249.16,Cash,Terminated,9/20/2011,52.0000/sh.,Financial
M&A,10/11/2012,OSK US,Oshkosh Corp,253163Z US,3245.02,Cash,Terminated,12/4/2012,32.5000/sh.,"Consumer, Cyclical"
M&A,4/8/2013,LUFK US,Lufkin Industries Inc,GE US,3238.22,Cash,Completed,7/2/2013,88.5000/sh.,Energy
M&A,12/11/2015,ATML US,Atmel Corp,MCHP US,3235.57,Cash and Stock,Completed,4/5/2016,7.0000/sh.,Technology
M&A,11/3/2016,MPG US,Metaldyne Performance Group Inc,AXL US,3230.32,Cash and Stock,Completed,4/6/2017,13.5000/sh.,"Consumer, Cyclical"
M&A,6/9/2014,AHL US,Aspen Insurance Holdings Ltd,ENH US,3225.47,Cash or Stock,Terminated,7/30/2014,49.5000/sh.,Financial
M&A,2/23/2015,PPO US,Polypore International LP,3407 JP,3225.22,Cash,Completed,8/26/2015,60.5000/sh.,Industrial
M&A,8/9/2010,NRGP US,Crestwood Holdings LP,CEQP US,3222.02,Stock,Completed,11/8/2010,N/A,"Consumer, Cyclical"
M&A,10/24/2012,4817 JP,Jupiter Telecommunications Co Ltd,,3212.31,Cash,Completed,7/30/2013,123000.0000/sh.,Communications
M&A,7/22/2015,THOR US,Thoratec LLC,STJ US,3212.01,Cash,Completed,10/9/2015,63.5000/sh.,"Consumer, Non-cyclical"
M&A,1/9/2017,SCAI US,Surgical Care Affiliates Inc,UNH US,3204.95,Cash and Stock,Completed,3/27/2017,11.4000/sh.,"Consumer, Non-cyclical"
M&A,2/24/2017,DGI US,DigitalGlobe Inc,MAXR CN,3192.89,Cash and Stock,Completed,10/5/2017,17.5000/sh.,Communications
M&A,5/3/2010,1281118D US,United Airlines Inc,UAL US,3185.64,Stock,Completed,10/1/2010,N/A,"Consumer, Cyclical"
M&A,7/30/2012,SHAW US,Shaw Group Inc/The,CBI US,3180.31,Cash and Stock,Completed,2/13/2013,41.0000/sh.,Industrial
M&A,12/2/2014,AVNR US,Avanir Pharmaceuticals Inc,4578 JP,3169.73,Cash,Completed,1/14/2015,17.0000/sh.,"Consumer, Non-cyclical"
M&A,9/3/2010,AND AU,Andean Resources Ltd,G CN,3161.76,Cash or Stock,Completed,1/6/2011,6.7900/sh.,Basic Materials
M&A,10/18/2012,CLWR US,Clearwire Corp,0848680D US,3160.77,Cash,Completed,12/11/2012,100.0001 Mln,Communications
M&A,9/5/2016,CWI AV,Conwert Immobilien Invest SE,VNA GR,3151.27,Cash or Stock,Completed,10/25/2017,16.1600/sh.,Financial
M&A,5/2/2011,ICO US,International Coal Group Inc,ARCH US,3148.86,Cash,Completed,6/15/2011,14.6000/sh.,Energy
M&A,12/7/2010,0111145D US,Nicor Inc,GAS US,3138.1,Cash and Stock,Completed,12/12/2011,21.2000/sh.,Utilities
