Quarter,Date,Time,Unknown,EPS,Est EPS,Date F,Est EPS diff,Est EPS diff percentage,Price,Price Return lag4,t+1 - t,t - t-1,t+1 - t-1,Action ID,Target Ticker,Payment Type,Target Industry Sector,Cash Terms,Return Used,Spread,t+1 - t Price,t+1 - t Spread,t - t-1 Price,t - t-1 Spread,Delta Spread,Delta Spread percentage
2013:Q3,11/5/2013,16:05,-0.3331,-0.45,-0.117,2013-11-05,-0.333,-2.84615384615,29.85,-0.201139792156,-0.402010050251,0.134183160013,-0.268366320027,81815688,MAKO US,Cash,"Consumer, Non-cyclical",30.0,-0.402010050251,0.00502512562814,29.73,0.00908173562059,29.81,0.00637370010064,0.00405660999244,0.807265388496
2011:Q1,5/16/2011,,0.2109,0.213,0.155,2011-05-16,0.058,0.374193548387,1905.0,-1.10468174645,-0.367454068241,-0.104876769795,-0.47194546408,48844169,MAIN IT,Cash,Basic Materials,5.57,-0.47194546408,-0.997076115486,1898.0,-0.997065331928,1907.0,-0.997079181961,1.07835572186e-05,-1.08151795546e-05
2010:A,3/16/2011,,-0.3292,0.049,0.08,2011-03-16,-0.031,-0.3875,1765.0,-1.97740112994,-0.623229461756,-0.282485875706,-0.90395480226,48844169,MAIN IT,Cash,Basic Materials,5.57,-0.90395480226,-0.996844192635,1754.0,-0.996824401368,1770.0,-0.996853107345,1.97912662598e-05,-1.98539214113e-05
2010:Q3,11/23/2010,,-0.1225,-0.131,-0.052,2010-11-23,-0.079,-1.51923076923,1611.0,-6.17647058824,-1.48975791434,-1.16564417178,-2.63803680982,48844169,MAIN IT,Cash,Basic Materials,5.57,-2.63803680982,-0.996542520174,1587.0,-0.996490233144,1630.0,-0.996582822086,5.22870295078e-05,-5.24684380739e-05
2011:Q2,7/26/2011,16:01,2.9091,2.91,3.047,2011-07-26,-0.137,-0.0449622579586,134.65,-0.0222799851467,-0.00742666171557,-0.0148511175466,-0.0222766763199,52784711,LZ US,Cash,Basic Materials,135.0,-0.00742666171557,0.00259933160045,134.64,0.00267379679144,134.67,0.00245043439519,7.44651909984e-05,0.0286478227655
2011:Q1,4/27/2011,16:01,2.7079,2.71,2.531,2011-04-27,0.179,0.0707230343738,135.02,-0.0297265160523,-0.251814545993,0.319488817891,0.0668697525819,52784711,LZ US,Cash,Basic Materials,135.0,-0.251814545993,-0.000148126203525,134.68,0.002376002376,134.59,0.00304628872873,0.00252412857953,-17.0403920404
2016:Q3,10/28/2016,7:00,0.4657,0.77,0.585,2016-10-28,0.185,0.316239316239,39.71,-0.176100628931,-0.0503651473181,0.379170879676,0.328614762386,114464014,LXK US,Cash,Technology,40.5,0.379170879676,0.0198942331906,39.69,0.0204081632653,39.56,0.0237613751264,-0.00386714193576,-0.162749079764
2016:Q2,7/29/2016,7:00,-0.4752,0.69,0.63,2016-07-29,0.06,0.0952380952381,36.67,-2.35924932976,-0.572675211344,-1.6890080429,-2.25201072386,114464014,LXK US,Cash,Technology,40.5,-1.6890080429,0.10444505045,36.46,0.110806363138,37.3,0.0857908847185,0.0186541657315,0.217437619307
2016:Q1,4/27/2016,7:00,-0.3173,0.31,0.784,2016-04-27,-0.474,-0.604591836735,38.7,0.390117035111,0.0,-0.309119010819,-0.309119010819,114464014,LXK US,Cash,Technology,40.5,-0.309119010819,0.046511627907,38.7,0.046511627907,38.82,0.0432766615147,0.00323496639229,0.0747508305648
2013:Q1,5/10/2013,,0.56,0.56,0.468,2013-05-10,0.092,0.196581196581,88.37,-0.0339366515837,-0.0113160574856,-0.0113147770989,-0.0226295541978,75842065,LUFK US,Cash,Energy,88.5,-0.0226295541978,0.00147108747312,88.36,0.00158442734269,88.38,0.00135777325187,0.000113339869565,0.0770449559495
2013:Q2,8/6/2013,7:01,-0.0042,-0.03,-0.02,2013-08-06,-0.01,-0.5,8.49,0.235571260306,0.235571260306,-0.117647058824,0.117647058824,77468922,LSE US,Cash,Financial,8.5,-0.117647058824,0.00117785630153,8.51,-0.00117508813161,8.5,0.0,0.00117785630153,
2017:Q2,8/8/2017,16:00,-0.0933,0.0,0.06,2017-08-08,-0.06,-1.0,6.75,-7.08898944193,-5.33333333333,0.746268656716,-4.62686567164,134661010,LSCC US,Cash,Technology,8.3,-5.33333333333,0.22962962963,6.39,0.298904538341,6.7,0.238805970149,0.0692749087115,0.301681054066
2017:Q1,5/9/2017,16:00,-0.0449,0.06,0.07,2017-05-09,-0.01,-0.142857142857,6.81,5.0822122571,1.32158590308,2.56024096386,3.9156626506,134661010,LSCC US,Cash,Technology,8.3,1.32158590308,0.218795888399,6.9,0.202898550725,6.64,0.25,-0.0158973376748,-0.0726583017216
2016:Q4,2/15/2017,16:00,-0.0122,0.1,0.13,2017-02-15,-0.03,-0.230769230769,7.03,-1.14777618364,-2.41820768137,1.00574712644,-1.4367816092,134661010,LSCC US,Cash,Technology,8.3,-2.41820768137,0.180654338549,6.86,0.209912536443,6.96,0.192528735632,0.0292581978941,0.161956796217
2016:Q3,11/7/2016,16:00,-0.0588,0.05,0.06,2016-11-07,-0.01,-0.166666666667,7.86,1.98675496689,-1.39949109415,1.41935483871,0.0,134661010,LSCC US,Cash,Technology,8.3,-1.39949109415,0.0559796437659,7.75,0.0709677419355,7.75,0.0709677419355,0.0149880981696,0.267741935484
2016:Q1,5/16/2016,18:00,-0.21,-0.21,-0.2,2016-05-16,-0.01,-0.05,0.495,4.34782608696,-2.0202020202,7.60869565217,5.4347826087,117704585,LRE CN,Cash,Energy,0.52,-2.0202020202,0.0505050505051,0.485,0.0721649484536,0.46,0.130434782609,0.0216598979486,0.428865979381
2015:Q4,3/10/2016,,-1.0666,-0.9908,-0.1,2016-03-10,-0.8908,-8.908,0.445,2.24719101124,1.12359550562,-1.11111111111,0.0,117704585,LRE CN,Cash,Energy,0.52,0.0,0.168539325843,0.45,0.155555555556,0.45,0.155555555556,-0.0129837702871,-0.077037037037
2016:Q3,10/27/2016,16:03,0.0898,1.18,0.928,2016-10-27,0.252,0.271551724138,188.63,0.158478605388,0.461220378519,-0.348671350837,0.110940884357,127065772,LNKD US,Cash,Communications,196.0,0.461220378519,0.0390711975826,189.5,0.0343007915567,189.29,0.0354482540018,-0.00477040602584,-0.122095208773
2016:Q2,8/4/2016,16:01,-0.064,1.13,0.779,2016-08-04,0.351,0.450577663671,192.01,-0.394764180345,0.0729128691214,-0.130032247998,-0.0572141891189,127065772,LNKD US,Cash,Communications,196.0,0.0729128691214,0.0207801676996,192.15,0.0200364298725,192.26,0.0194528243004,-0.000743737827104,-0.0357907519254
2012:Q2,7/16/2012,16:30,0.56,0.56,0.554,2012-07-16,0.006,0.0108303249097,41.33,0.0483909992741,0.0,0.0,0.0,65974036,LNCR US,Cash,"Consumer, Non-cyclical",41.5,0.0,0.0041132349383,41.33,0.0041132349383,41.33,0.0041132349383,0.0,0.0
2017:Q3,11/8/2017,16:29,0.0022,0.0128,0.01,2017-11-08,0.0028,0.28,17.97,0.0,0.0556483027268,0.0,0.0556483027268,140642881,LMOS US,Cash,Communications,18.0,0.0556483027268,0.0016694490818,17.98,0.00111234705228,17.97,0.0016694490818,-0.000557102029523,-0.333704115684
2017:Q2,8/7/2017,8:00,0.0261,0.0369,0.0,2017-08-07,0.0369,inf,17.9,-0.167504187605,-0.0558659217877,-0.111607142857,-0.167410714286,140642881,LMOS US,Cash,Communications,18.0,-0.111607142857,0.00558659217877,17.89,0.00614868641699,17.92,0.00446428571429,0.00112230646449,0.251396648045
2017:Q1,5/8/2017,8:00,-0.1452,-0.1432,0.12,2017-05-08,-0.2632,-2.19333333333,17.89,0.279955207167,0.111794298491,0.111919418019,0.223838836038,140642881,LMOS US,Cash,Communications,18.0,0.111919418019,0.00614868641699,17.91,0.00502512562814,17.87,0.00727476217124,-0.00112607575424,-0.154792105603
2016:Q4,3/7/2017,8:00,0.0114,0.0239,0.048,2017-03-07,-0.0241,-0.502083333333,17.68,0.0564971751412,-0.0565610859728,0.0,-0.0565610859728,140642881,LMOS US,Cash,Communications,18.0,0.0,0.0180995475113,17.67,0.018675721562,17.68,0.0180995475113,0.0,0.0
2017:Q1,5/10/2017,6:00,-0.3635,-0.29,-0.005,2017-05-10,-0.285,-57.0,13.96,0.143575017947,-0.0716332378224,0.0716845878136,0.0,140548884,LMIA US,Cash,Industrial,14.0,0.0716845878136,0.00286532951289,13.95,0.00358422939068,13.95,0.00358422939068,-0.000718899877787,-0.200573065903
2016:Q4,3/15/2017,6:00,-0.29,-0.2725,-0.012,2017-03-15,-0.2605,-21.7083333333,13.83,-0.2886002886,-0.216919739696,0.144822592324,-0.0724112961622,140548884,LMIA US,Cash,Industrial,14.0,0.144822592324,0.0122921185828,13.8,0.0144927536232,13.81,0.0137581462708,-0.00146602768803,-0.106557065114
2011:Q2,11/9/2010,16:02,-0.1247,-0.15,-0.124,2010-11-09,-0.026,-0.209677419355,7.23,-1.77111716621,1.93637621024,-0.82304526749,1.09739368999,46863156,LGF/A US,Cash,"Consumer, Cyclical",7.5,1.93637621024,0.0373443983402,7.37,0.0176390773406,7.29,0.0288065843621,-0.0197053209997,-0.527664706769
2011:Q1,8/9/2010,16:02,-0.5205,-0.39,0.093,2010-08-09,-0.483,-5.1935483871,6.58,-4.06626506024,0.303951367781,1.54320987654,1.85185185185,46863156,LGF/A US,Cash,"Consumer, Cyclical",7.5,0.303951367781,0.139817629179,6.6,0.136363636364,6.48,0.157407407407,-0.00345399281569,-0.0247035573123
2013:Q4,3/6/2014,,-2.148,-2.3,-1.55,2014-03-06,-0.75,-0.483870967742,17.52,-1.13250283126,-0.856164383562,-0.454545454545,-1.30681818182,79490262,LEAP US,Cash,Communications,15.0,-1.30681818182,-0.143835616438,17.37,-0.136442141623,17.6,-0.147727272727,0.00739347481487,-0.0514022534748
2013:Q3,11/8/2013,9:00,-2.1797,-2.18,-1.197,2013-11-08,-0.983,-0.821219715957,16.15,-0.185643564356,-0.15479876161,-0.185414091471,-0.339925834363,79490262,LEAP US,Cash,Communications,15.0,-0.185414091471,-0.0712074303406,16.125,-0.0697674418605,16.18,-0.0729295426452,0.00172211230468,-0.0236133704151
2013:Q2,8/1/2013,16:05,-1.4644,-1.46,-1.017,2013-08-01,-0.443,-0.435594886922,16.63,-3.54445090064,-0.120264582081,-0.299760191847,-0.419664268585,79490262,LEAP US,Cash,Communications,15.0,-0.120264582081,-0.0980156343957,16.61,-0.0969295605057,16.68,-0.10071942446,0.00108607388995,-0.0110806188895
2015:Q2,8/6/2015,16:05,-1.44,-1.44,-1.152,2015-08-06,-0.288,-0.25,74.68,0.201207243461,0.0669523299411,-0.0535331905781,0.0133832976446,108366726,KYTH US,Cash,"Consumer, Non-cyclical",75.0,0.0669523299411,0.00428494911623,74.73,0.00361300682457,74.72,0.00374732334047,-0.000671942291661,-0.156814532316
2015:A,3/15/2016,7:00,42.0886,14.481,12.817,2016-03-15,1.664,0.129827572755,364.25,-0.478468899522,0.0,-0.0685871056241,-0.0685871056241,117107549,KUNN SW,Cash,"Consumer, Cyclical",370.0,-0.0685871056241,0.015785861359,364.25,0.015785861359,364.5,0.0150891632373,0.000696698121645,0.0461720846072
2016:Q3,11/9/2016,,1.2409,1.2318,0.67,2016-11-09,0.5618,0.838507462687,76.64,5.86159576554,2.12813152401,-2.30097520556,-0.221811460259,125772215,KU2 GR,Cash,Industrial,115.0,-0.221811460259,0.500521920668,78.271,0.469254257643,78.445,0.46599528332,-0.0312676630247,-0.0624701171589
2016:Q2,8/3/2016,,0.6159,0.5963,0.644,2016-08-03,-0.0477,-0.0740683229814,106.7,-1.07346995678,-2.08059981256,-1.2859653992,-3.33980941808,125772215,KU2 GR,Cash,Industrial,115.0,-3.33980941808,0.0777881911903,104.48,0.100689127106,108.09,0.0639282079748,0.0229009359154,0.294401188214
2015:A,2/26/2016,7:34,1.5463,1.537,1.365,2016-02-26,0.172,0.126007326007,26.0,-0.0767901708581,0.153846153846,-0.0768639508071,0.0768639508071,109848743,KTC NA,Cash,Industrial,26.0,-0.0768639508071,0.0,26.04,-0.00153609831029,26.02,-0.000768639508071,0.000768639508071,-1.0
2015:Q3,10/22/2015,7:35,0.382,0.382,0.46,2015-10-22,-0.078,-0.169565217391,24.55,0.923076923077,0.40733197556,0.532350532351,0.941850941851,109848743,KTC NA,Cash,Industrial,26.0,0.532350532351,0.0590631364562,24.65,0.0547667342799,24.42,0.0647010647011,-0.00563792824485,-0.0871381061641
2012:Q3,11/8/2012,18:34,-0.0412,0.33,0.311,2012-11-08,0.019,0.0610932475884,45.92,-0.0653025685677,-0.0435540069686,0.0,-0.0435540069686,68086345,KNXA US,Cash,Technology,46.0,-0.0435540069686,0.00174216027875,45.9,0.00217864923747,45.92,0.00174216027875,0.000436488958727,0.250544662309
2009:A,2/25/2010,18:12,0.267,0.043,0.237,2010-02-25,-0.194,-0.818565400844,0.805,0.0,-1.86335403727,1.25786163522,-0.62893081761,42927478,KNMG MK,Cash,Industrial,0.9,-1.86335403727,0.11801242236,0.79,0.139240506329,0.795,0.132075471698,0.0212280839689,0.179880079947
2017:Q1,5/31/2016,17:25,0.1697,0.25,0.243,2016-05-31,0.007,0.0288065843621,21.38,-1.72253258845,-0.982226379794,-0.0467508181393,-1.02851799906,125329180,KKD US,Cash,"Consumer, Cyclical",21.0,-0.982226379794,-0.0177736202058,21.17,-0.00803023145961,21.39,-0.0182328190743,0.00974338874619,-0.548193819457
2015:Q4,2/11/2016,16:02,0.3,0.38,0.389,2016-02-11,-0.009,-0.0231362467866,17.97,0.0556792873051,0.0556483027268,0.111420612813,0.16713091922,115060204,KING US,Cash,Technology,18.0,0.0556483027268,0.0016694490818,17.98,0.00111234705228,17.95,0.00278551532033,-0.000557102029523,-0.333704115684
2015:Q3,11/4/2015,16:07,0.4286,0.45,0.379,2015-11-04,0.071,0.187335092348,17.76,14.6074646075,0.45045045045,-0.504201680672,-0.0560224089636,115060204,KING US,Cash,Technology,18.0,0.45045045045,0.0135135135135,17.84,0.00896860986547,17.85,0.00840336134454,-0.00454490364804,-0.336322869955
2010:Q3,11/5/2010,17:42,0.1673,0.17,0.19,2010-11-05,-0.02,-0.105263157895,14.15,-0.211714890614,0.212014134276,-0.0706214689266,0.141242937853,48872194,KG US,Cash,"Consumer, Non-cyclical",14.25,0.212014134276,0.00706713780919,14.18,0.0049365303244,14.16,0.00635593220339,-0.00213060748479,-0.301480959097
2015:Q3,4/22/2015,21:05,0.024,0.068,0.063,2015-04-22,0.005,0.0793650793651,11.02,-0.090661831369,0.0907441016334,-0.090661831369,0.0,104483773,KFX US,Cash,Technology,11.0,0.0907441016334,-0.00181488203267,11.03,-0.00271985494107,11.03,-0.00271985494107,-0.000904972908402,0.498640072529
2011:Q3,10/21/2011,6:00,1.2733,1.35,1.322,2011-10-21,0.028,0.0211800302572,68.2,0.205519671169,0.175953079179,0.0,0.175953079179,56127457,KCI US,Cash,"Consumer, Non-cyclical",68.5,0.0,0.00439882697947,68.32,0.00263466042155,68.2,0.00439882697947,0.0,0.0
2011:Q2,7/26/2011,6:00,1.0999,1.23,1.164,2011-07-26,0.066,0.0567010309278,67.95,-1.33470225873,-0.529801324503,0.0294420727219,-0.500515236273,56127457,KCI US,Cash,"Consumer, Non-cyclical",68.5,0.0294420727219,0.00809418690213,67.59,0.013463530108,67.93,0.00839099072575,-0.000296803823613,-0.0353717258562
2017:Q1,4/20/2017,8:01,0.05,-0.0507,-0.04,2017-04-20,-0.0107,-0.2675,19.75,11.1549295775,0.0,11.3303269448,11.3303269448,142096943,KCG US,Cash,Financial,20.0,11.3303269448,0.0126582278481,19.75,0.0126582278481,17.74,0.127395715896,-0.114737488048,-0.900638512378
2017:Q1,3/2/2017,6:00,-0.0663,-0.06,-0.082,2017-03-02,0.022,0.268292682927,28.16,-0.0354735721887,-0.0355113636364,-0.141843971631,-0.177304964539,129082208,JOY US,Cash,Industrial,28.3,-0.141843971631,0.00497159090909,28.15,0.00532859680284,28.2,0.00354609929078,0.00142549161831,0.401988636364
2016:Q4,12/14/2016,6:00,0.0141,0.17,0.172,2016-12-14,-0.002,-0.0116279069767,28.06,-0.178189593728,0.0712758374911,0.0356506238859,0.106951871658,129082208,JOY US,Cash,Industrial,28.3,0.0356506238859,0.00855310049893,28.08,0.00783475783476,28.05,0.00891265597148,-0.000359555472549,-0.0403421240199
2016:Q3,9/1/2016,6:00,0.0461,0.1,0.123,2016-09-01,-0.023,-0.186991869919,27.25,-0.43795620438,0.0366972477064,-0.109970674487,-0.0733137829912,129082208,JOY US,Cash,Industrial,28.3,-0.109970674487,0.0385321100917,27.26,0.0381511371974,27.28,0.0373900293255,0.00114208076623,0.0305450620615
2015:Q1,6/6/2014,16:45,-0.2038,0.32,0.4,2014-06-06,-0.08,-0.2,64.97,0.015391719255,0.0,0.0616048051748,0.0616048051748,84203558,JOSB US,Cash,"Consumer, Cyclical",65.0,0.0,0.000461751577651,64.97,0.000461751577651,64.93,0.00107808409056,0.0,0.0
2014:Q4,4/2/2014,8:00,1.0297,1.07,1.07,2014-04-02,0.0,0.0,64.48,0.108864696734,-0.0310173697271,0.186451211933,0.155376009944,84203558,JOSB US,Cash,"Consumer, Cyclical",65.0,0.186451211933,0.00806451612903,64.46,0.00837728824077,64.36,0.00994406463642,-0.00187954850739,-0.189012096774
2014:Q3,12/5/2013,6:00,0.5144,0.51,0.5,2013-12-05,0.01,0.02,56.46,0.229763167197,0.460503010981,-0.75584461241,-0.298822288627,84203558,JOSB US,Cash,"Consumer, Cyclical",65.0,-0.75584461241,0.151257527453,56.72,0.145980253879,56.89,0.142555809457,0.00870171799622,0.0610407813569
2013:Q4,2/10/2014,8:00,0.3185,0.27,0.12,2014-02-10,0.15,1.25,14.87,0.811359026369,0.336247478144,0.405131667792,0.742741390952,84948982,JNY US,Cash,"Consumer, Cyclical",15.0,0.405131667792,0.00874243443174,14.92,0.00536193029491,14.81,0.0128291694801,-0.00408673504834,-0.318550242452
2015:Q4,3/3/2016,16:55,0.44,0.29,0.283,2016-03-03,0.007,0.0247349823322,7.06,20.0,0.28328611898,0.284090909091,0.568181818182,121644438,JMI US,Cash,Financial,7.18,0.28328611898,0.0169971671388,7.08,0.0141242937853,7.04,0.0198863636364,-0.0028728733535,-0.169020715631
2015:Q1,4/29/2015,Aft-mkt,0.0628,0.063,0.052,2015-04-29,0.011,0.211538461538,12.8,0.823852491173,0.625,0.195694716243,0.821917808219,96226526,JAZ SM,Cash,Communications,13.0,0.625,0.015625,12.88,0.00931677018634,12.775,0.0176125244618,-0.00630822981366,-0.403726708075
2014:A,2/26/2015,Aft-mkt,0.3,0.297,0.303,2015-02-26,-0.006,-0.019801980198,12.485,0.805152979066,0.120144173008,0.120288692863,0.240577385726,96226526,JAZ SM,Cash,Communications,13.0,0.120144173008,0.0412494993993,12.5,0.04,12.47,0.0425020048115,-0.00124949939928,-0.0302912621359
2010:Q1,5/3/2010,16:15,0.13,0.13,0.17,2010-05-03,-0.04,-0.235294117647,8.03,-0.86741016109,0.0,0.249687890137,0.249687890137,43653151,IUSA US,Cash,Technology,8.0,0.0,-0.00373599003736,8.03,-0.00373599003736,8.01,-0.00124843945069,0.0,-0.0
2010:A,8/27/2010,,-0.1573,-0.006,-0.043,2010-08-27,0.037,0.860465116279,1.475,2.43055555556,0.0,1.37457044674,1.37457044674,46763716,ITO AU,Cash,"Consumer, Non-cyclical",1.52,1.37457044674,0.0305084745763,1.475,0.0305084745763,1.455,0.0446735395189,0.0,0.0
2010:Q3,11/15/2010,18:40,-0.04,-0.04,0.01,2010-11-15,-0.05,-5.0,2.97,-0.3367003367,-0.3367003367,0.0,-0.3367003367,48613032,ITCD US,Cash,Communications,3.0,-0.3367003367,0.010101010101,2.96,0.0135135135135,2.97,0.010101010101,0.0034125034125,0.337837837838
2016:Q4,1/30/2017,16:05,0.1496,0.19,0.194,2017-01-30,-0.004,-0.020618556701,22.38,0.0446428571429,0.223413762288,-0.133868808568,0.0892458723784,130702937,ISIL US,Cash,Technology,22.5,0.223413762288,0.00536193029491,22.43,0.00312082032992,22.41,0.00401606425703,-0.00224110996499,-0.417967008471
2016:Q3,10/24/2016,16:05,0.1473,0.22,0.19,2016-10-24,0.03,0.157894736842,22.08,0.0,0.0905797101449,0.090661831369,0.181323662738,130702937,ISIL US,Cash,Technology,22.5,0.0905797101449,0.0190217391304,22.1,0.0180995475113,22.06,0.0199456029012,-0.000922191619123,-0.0484809308339
2015:Q1,10/29/2014,16:01,0.438,0.34,0.325,2014-10-29,0.015,0.0461538461538,39.72,0.429292929293,0.0755287009063,0.0503778337531,0.125944584383,95265859,IRF US,Cash,Technology,40.0,0.0755287009063,0.00704934541793,39.75,0.0062893081761,39.7,0.00755667506297,-0.000760037241825,-0.10781671159
2016:Q3,11/7/2016,6:06,0.27,0.27,0.3,2016-11-07,-0.03,-0.1,22.95,0.841452612932,-0.435729847495,1.41405214317,0.972160848431,134606950,IQNT US,Cash,Communications,23.0,1.41405214317,0.00217864923747,22.85,0.00656455142232,22.63,0.0163499779054,-0.014171328668,-0.866749102043
2015:Q3,10/27/2015,16:03,0.4276,0.43,0.544,2015-10-27,-0.114,-0.209558823529,79.2,-1.09820752335,-0.429292929293,-0.11350737798,-0.542313028125,110693200,IPCM US,Cash,"Consumer, Non-cyclical",80.25,-0.429292929293,0.0132575757576,78.86,0.0176261729647,79.29,0.0121074536512,0.00436859720717,0.329517046484
2017:Q3,2/2/2017,9:04,-0.1779,-0.1751,0.018,2017-02-02,-0.1931,-10.7277777778,12.27,-5.84518167457,0.488997555012,5.86712683348,6.38481449525,136682429,INVN US,Cash,Technology,13.0,5.86712683348,0.0594947025265,12.33,0.0543390105434,11.59,0.121656600518,-0.0621618979912,-0.510961984197
2016:Q2,8/12/2016,7:59,0.02,0.02,0.08,2016-08-12,-0.06,-0.75,7.2,0.278164116829,-0.138888888889,0.139082058414,0.0,125442654,INN-U CN,Cash,Financial,7.25,0.139082058414,0.00694444444444,7.19,0.00834492350487,7.19,0.00834492350487,-0.00140047906042,-0.167824074074
2016:Q1,5/12/2016,8:00,-0.2199,-0.218,-0.03,2016-05-12,-0.188,-6.26666666667,7.07,28.7020109689,-0.4243281471,0.0,-0.4243281471,125442654,INN-U CN,Cash,Financial,7.25,0.0,0.025459688826,7.04,0.0298295454545,7.07,0.025459688826,0.0,0.0
2016:Q3,11/4/2016,Aft-mkt,-0.135,0.08,-0.009,2016-11-04,0.089,9.88888888889,60.35,0.16570008285,0.16570008285,0.0,0.16570008285,130155809,ININ US,Cash,Technology,60.5,0.16570008285,0.00248550124275,60.45,0.000827129859388,60.35,0.00248550124275,-0.00165837138336,-0.667218086573
2015:Q2,7/30/2015,16:05,0.2241,0.37,0.366,2015-07-30,0.004,0.0109289617486,48.53,0.020601565719,-0.0206058108386,0.103135313531,0.0825082508251,105147132,INFA US,Cash,Technology,48.75,-0.0206058108386,0.0045332783845,48.52,0.00474031327288,48.48,0.00556930693069,0.000207034888373,0.0456700142397
2015:Q1,4/22/2015,16:05,0.2082,0.34,0.341,2015-04-22,-0.001,-0.00293255131965,47.92,0.479866471938,0.16694490818,-0.0625651720542,0.104275286757,105147132,INFA US,Cash,Technology,48.75,0.16694490818,0.0173205342237,48.0,0.015625,47.95,0.0166840458811,-0.00169553422371,-0.0978915662651
2010:Q3,11/2/2010,16:01,0.06,0.06,0.073,2010-11-02,-0.013,-0.178082191781,13.27,0.453172205438,-0.150715900527,0.226586102719,0.0755287009063,48311393,INET US,Cash,Communications,13.35,-0.150715900527,0.0060286360211,13.25,0.00754716981132,13.24,0.0083081570997,0.00151853379022,0.251886792453
2012:Q4,3/11/2013,,0.0896,-0.08,0.13,2013-03-11,-0.21,-1.61538461538,9.89,-0.506072874494,-0.404448938322,0.0,-0.404448938322,71733684,IN US,Cash,Industrial,10.0,-0.404448938322,0.0111223458038,9.85,0.0152284263959,9.89,0.0111223458038,0.0041060805921,0.369173973235
2016:Q2,8/2/2016,,-0.2454,-0.2276,-0.203,2016-08-02,-0.0246,-0.12118226601,19.11,-0.209205020921,0.0,0.0,0.0,128721582,IMPR US,Cash,Industrial,19.25,0.0,0.00732600732601,19.11,0.00732600732601,19.11,0.00732600732601,0.0,0.0
2016:Q3,10/27/2016,16:24,0.599,0.71,0.623,2016-10-27,0.087,0.139646869984,35.89,3.33333333333,1.69963778211,0.0,1.69963778211,120754379,IM US,Cash,"Consumer, Cyclical",38.9,1.69963778211,0.0838673725272,36.5,0.0657534246575,35.89,0.0838673725272,-0.0181139478696,-0.215983252173
2016:Q2,7/28/2016,16:20,0.4959,0.61,0.49,2016-07-28,0.12,0.244897959184,33.37,2.4064171123,2.60713215463,-0.417785735601,2.17845419278,120754379,IM US,Cash,"Consumer, Cyclical",38.9,2.60713215463,0.165717710518,34.24,0.136098130841,33.51,0.160847508207,-0.0296195796773,-0.178735148975
