Quarter,Date,Time,Unknown,EPS,Est EPS,Date F,Est EPS diff,Est EPS diff percentage,Price,Price Return lag4,t+1 - t,t - t-1,t+1 - t-1,Action ID,Target Ticker,Payment Type,Target Industry Sector,Cash Terms,Return Used,Spread,t+1 - t Price,t+1 - t Spread,t - t-1 Price,t - t-1 Spread,Delta Spread,Delta Spread percentage
2012:Q4,3/25/2013,16:30,0.57,0.71,0.71,2013-03-25,0.0,0.0,26.68,1.90985485103,0.637181409295,2.02676864245,2.67686424474,67648168,FMCN US,Cash,Communications,27.5,0.637181409295,0.0307346326837,26.85,0.024208566108,26.15,0.0516252390057,-0.00652606657565,-0.212335922242
2012:Q3,11/27/2012,16:30,0.49,0.71,0.7,2012-11-27,0.01,0.0142857142857,23.77,0.0407830342578,3.1973075305,-0.792988313856,2.37896494157,67648168,FMCN US,Cash,Communications,27.5,3.1973075305,0.15692048801,24.53,0.121076233184,23.96,0.14774624374,-0.0358442548262,-0.228423039469
2012:Q2,8/22/2012,17:00,0.4415,0.62,0.593,2012-08-22,0.027,0.0455311973019,25.19,-1.11287758347,-0.833664152441,-0.118953211737,-0.951625693894,67648168,FMCN US,Cash,Communications,27.5,-0.833664152441,0.0917030567686,24.98,0.100880704564,25.22,0.0904044409199,0.00917764779509,0.100080064051
2016:Q2,8/5/2016,16:15,0.1508,0.3187,0.398,2016-08-05,-0.0793,-0.199246231156,59.5,-0.302064104716,-0.218487394958,0.067272115708,-0.151362260343,129644135,FLTX US,Cash,Technology,60.0,-0.218487394958,0.00840336134454,59.37,0.010611419909,59.46,0.00908173562059,0.00220805856451,0.262758969176
2013:Q2,7/29/2013,16:05,0.0806,0.2,0.149,2013-07-29,0.051,0.342281879195,75.47,-0.238063748181,-0.0927520869219,-0.0397350993377,-0.132450331126,79752722,FIRE US,Cash,Communications,76.0,-0.0927520869219,0.00702265800981,75.4,0.0079575596817,75.5,0.00662251655629,0.000934901671892,0.133126470147
2017:Q3,11/9/2017,8:00,0.37,0.5858,0.21,2017-11-09,0.3758,1.78952380952,7.8,-0.25641025641,-0.384615384615,-0.128040973111,-0.512163892446,140387509,FIG US,Cash,Financial,8.08,-0.128040973111,0.0358974358974,7.77,0.039897039897,7.81,0.0345710627401,0.00132637315736,0.0383665716999
2017:Q2,8/3/2017,8:03,0.06,0.22,0.195,2017-08-03,0.025,0.128205128205,7.98,-0.25,0.125313283208,-0.498753117207,-0.374064837905,140387509,FIG US,Cash,Financial,8.08,-0.498753117207,0.0125313283208,7.99,0.0112640801001,8.02,0.0074812967581,0.0050500315627,0.675020885547
2017:Q1,5/8/2017,8:04,-0.02,-0.02,0.193,2017-05-08,-0.213,-1.10362694301,8.04,0.249376558603,-0.124378109453,0.374531835206,0.249687890137,140387509,FIG US,Cash,Financial,8.08,0.374531835206,0.00497512437811,8.03,0.00622665006227,8.01,0.00873907615481,-0.0037639517767,-0.430703624733
2016:Q4,2/28/2017,8:05,0.33,0.217,0.2,2017-02-28,0.017,0.085,7.98,0.0,-0.125313283208,0.0,-0.125313283208,140387509,FIG US,Cash,Financial,8.08,0.0,0.0125313283208,7.97,0.0138017565872,7.98,0.0125313283208,0.0,0.0
2012:Q1,5/3/2012,7:00,0.1772,0.34,0.328,2012-05-03,0.012,0.0365853658537,24.92,0.0401284109149,0.0,0.0,0.0,61818505,FES CN,Cash,Energy,25.0,0.0,0.00321027287319,24.92,0.00321027287319,24.92,0.00321027287319,0.0,0.0
2011:Q4,3/5/2012,Aft-mkt,0.2034,0.21,0.342,2012-03-05,-0.132,-0.385964912281,24.88,0.120627261761,0.040192926045,0.0402090872537,0.0804181745074,61818505,FES CN,Cash,Energy,25.0,0.040192926045,0.0048231511254,24.89,0.00441944556047,24.87,0.00522718134298,-0.000403705564936,-0.0837016204634
2016:Q2,8/4/2016,16:05,0.9141,0.9226,0.861,2016-08-04,0.0616,0.0715447154472,106.56,-0.028129395218,0.112612612613,-0.0375234521576,0.0750469043152,126272547,FEIC US,Cash,Industrial,107.5,0.112612612613,0.00882132132132,106.68,0.0076865391826,106.6,0.00844277673546,-0.00113478213872,-0.128640834789
2015:Q3,11/5/2015,15:00,0.1919,0.36,0.385,2015-11-05,-0.025,-0.0649350649351,9391.0,-0.921757770632,-0.787988499627,-0.561202880136,-1.34476916561,113229252,EZCH IT,Cash,Communications,25.5,-0.561202880136,-0.997284634224,9317.0,-0.997263067511,9444.0,-0.997299872935,1.52387109397e-05,-1.5279968797e-05
2012:S1,2/23/2012,,-0.0746,-0.075,-0.05,2012-02-23,-0.025,-0.5,8.6,-0.116144018583,0.0,0.0,0.0,59931854,EXT AU,Cash,Basic Materials,8.65,0.0,0.00581395348837,8.6,0.00581395348837,8.6,0.00581395348837,0.0,0.0
2015:Q1,4/29/2015,16:49,0.28,0.28,-0.04,2015-04-29,0.32,8.0,15.85,0.441919191919,0.0,0.0631313131313,0.0631313131313,105346509,EXL US,Cash,Financial,15.85,0.0,0.0,15.85,0.0,15.84,0.000631313131313,0.0,
2017:Q4,5/9/2017,16:16,0.0363,0.09,0.08,2017-05-09,0.01,0.125,13.0,0.0770416024653,0.0,0.154083204931,0.154083204931,142859491,EXAR US,Cash,Technology,13.0,0.0,0.0,13.0,0.0,12.98,0.00154083204931,0.0,
2016:Q1,5/10/2016,16:15,0.1111,0.08,0.077,2016-05-10,0.003,0.038961038961,35.28,-0.931677018634,-0.226757369615,0.198807157058,-0.0284010224368,124646850,EXAM US,Cash,"Consumer, Non-cyclical",35.05,-0.226757369615,-0.00651927437642,35.2,-0.00426136363636,35.21,-0.00454416358989,0.00225791074005,-0.346343873518
2017:Q3,10/30/2017,16:05,0.2308,0.1983,0.23,2017-10-30,-0.0317,-0.137826086957,41.7,0.119474313023,0.359712230216,-0.358422939068,0.0,154198121,EXAC US,Cash,"Consumer, Non-cyclical",49.25,0.359712230216,0.181055155875,41.85,0.176821983274,41.85,0.176821983274,-0.0042331726017,-0.0233805692041
2017:Q1,4/28/2017,8:58,0.3091,0.2,0.32,2017-04-28,-0.12,-0.375,19.5,-0.0512820512821,-0.0512820512821,0.0,-0.0512820512821,129267119,EVER US,Cash,Financial,19.5,0.0,0.0,19.49,0.000513083632632,19.5,0.0,0.0,
2016:Q4,1/27/2017,7:00,0.4412,0.34,0.355,2017-01-27,-0.015,-0.0422535211268,19.47,0.0,-0.205444273241,0.102827763496,-0.102827763496,129267119,EVER US,Cash,Financial,19.5,0.102827763496,0.00154083204931,19.43,0.0036026762738,19.45,0.0025706940874,-0.0010298620381,-0.40061633282
2016:Q3,10/28/2016,7:00,0.2906,0.4,0.363,2016-10-28,0.037,0.101928374656,19.32,-0.206825232678,-0.0517598343685,-0.30959752322,-0.361197110423,129267119,EVER US,Cash,Financial,19.5,-0.30959752322,0.00931677018634,19.31,0.00983946141895,19.38,0.0061919504644,0.00312481972194,0.504658385093
2016:Q3,11/8/2016,Aft-mkt,-0.0836,-0.0251,0.079,2016-11-08,-0.1041,-1.31772151899,10.5,0.478468899522,0.0,0.0,0.0,133836920,EVDY US,Cash,Technology,10.5,0.0,0.0,10.5,0.0,10.5,0.0,0.0,
2013:Q3,11/1/2013,7:00,0.3656,0.23,0.182,2013-11-01,0.048,0.263736263736,10.06,2.3,0.198807157058,0.6,0.8,80587318,EVAC US,Cash,Industrial,9.25,0.6,-0.0805168986083,10.08,-0.0823412698413,10.0,-0.075,-0.00551689860835,0.0735586481113
2016:Q2,8/9/2016,16:00,0.0114,0.21,0.22,2016-08-09,-0.01,-0.0454545454545,16.33,0.184049079755,0.0612369871402,0.0612745098039,0.122549019608,106972864,EPIQ US,Cash,Technology,16.5,0.0612369871402,0.0104102878138,16.34,0.00979192166463,16.32,0.0110294117647,-0.000618366149213,-0.0593995248038
2011:Q1,4/28/2011,,-0.0149,0.1,0.14,2011-04-28,-0.04,-0.285714285714,12.47,-0.080064051241,0.240577385726,-0.160128102482,0.080064051241,53380294,EPIC US,Cash,Technology,12.5,0.080064051241,0.00240577385726,12.5,0.0,12.49,0.00080064051241,-0.00240577385726,-1.0
2013:Q2,2/7/2013,,0.2378,0.24,0.31,2013-02-07,-0.07,-0.225806451613,27.94,0.107257776189,0.143163922691,-0.107257776189,0.0357525920629,71607426,EPHC US,Cash,Financial,28.0,0.0357525920629,0.00214745884037,27.98,0.000714796283059,27.97,0.00107257776189,-0.00143266255731,-0.667143197522
2014:A,8/14/2014,,0.0846,0.085,0.081,2014-08-14,0.004,0.0493827160494,1.32,-0.378787878788,-0.378787878788,0.380228136882,0.0,90985825,ENV AU,Cash,Utilities,1.32,0.0,0.0,1.315,0.00380228136882,1.315,0.00380228136882,0.00380228136882,
2016:Q4,2/24/2017,17:03,0.6334,0.82,1.257,2017-02-24,-0.437,-0.347653142403,92.9,0.043061685865,0.0,0.0215331610681,0.0215331610681,132997196,ENH US,Cash,Financial,93.0,0.0,0.0010764262648,92.9,0.0010764262648,92.88,0.00129198966408,0.0,0.0
2016:Q3,11/4/2016,16:15,1.608,1.52,1.726,2016-11-04,-0.206,-0.119351100811,92.0,0.163132137031,0.271739130435,0.032619332391,0.304447102316,132997196,ENH US,Cash,Financial,93.0,0.271739130435,0.0108695652174,92.25,0.00813008130081,91.97,0.0111993041209,-0.00273948391658,-0.252032520325
2011:Q1,5/4/2011,,0.8289,0.8,0.862,2011-05-04,-0.062,-0.0719257540603,63.81,-0.109614782336,-0.0470145745181,-0.0156690692573,-0.0626762770291,52043214,EMS US,Cash,"Consumer, Non-cyclical",64.0,-0.0626762770291,0.00297758971948,63.78,0.00344935716526,63.82,0.00282043246631,0.000471767445776,0.158439372184
2010:Q4,2/18/2011,,0.87,0.89,0.863,2011-02-18,0.027,0.0312862108922,63.15,-0.142427599304,-0.0950118764846,-0.0949216896061,-0.189843379212,52043214,EMS US,Cash,"Consumer, Non-cyclical",64.0,-0.189843379212,0.0134600158353,63.09,0.0144238389602,63.21,0.0124980224648,0.000963823124903,0.0716063886325
2016:Q2,7/18/2016,16:19,0.3104,0.45,0.418,2016-07-18,0.032,0.0765550239234,27.54,2.32473665093,2.0697167756,-0.0362976406534,2.03266787659,113811828,EMC US,Cash,Technology,24.05,2.0697167756,-0.12672476398,28.11,-0.144432586268,27.55,-0.127041742287,-0.0177078222886,0.139734505968
2016:Q1,4/20/2016,6:54,0.1715,0.307,0.33,2016-04-20,-0.023,-0.069696969697,26.37,4.03288958496,0.265453166477,3.20939334638,3.48336594912,113811828,EMC US,Cash,Technology,24.05,3.20939334638,-0.0879787637467,26.44,-0.0903933434191,25.55,-0.0587084148728,-0.0292703488739,0.498571609152
2015:Q4,1/27/2016,7:02,0.4887,0.647,0.648,2016-01-27,-0.001,-0.00154320987654,23.9,3.29441201001,1.33891213389,-1.64609053498,-0.329218106996,113811828,EMC US,Cash,Technology,24.05,-1.64609053498,0.00627615062762,24.22,-0.00701899256813,24.3,-0.0102880658436,0.0165642164712,-1.610041841
2015:Q3,10/21/2015,6:58,0.2904,0.429,0.43,2015-10-21,-0.001,-0.00232558139535,25.77,-5.84415584416,0.0388048117967,-6.25682066206,-6.22044379774,113811828,EMC US,Cash,Technology,24.05,-6.25682066206,-0.0667442762903,25.78,-0.067106283941,27.49,-0.125136413241,0.0583921369509,-0.466627861855
2015:Q3,4/29/2015,16:08,-0.0635,0.16,0.13,2015-04-29,0.03,0.230769230769,7.99,0.125,0.375469336671,-0.125,0.25,103158623,ELX US,Cash,Technology,8.0,0.375469336671,0.00125156445557,8.02,-0.00249376558603,8.0,0.0,-0.0037453300416,-2.99251870324
2012:Q2,8/3/2012,7:00,0.2,0.24,0.271,2012-08-03,-0.031,-0.114391143911,20.48,0.24485798237,-0.048828125,0.244738130201,0.195790504161,65917712,ELTTY US,Cash,Industrial,20.5,0.244738130201,0.0009765625,20.47,0.00146555935515,20.43,0.00342633382281,-0.00244977132281,-0.714983258929
2012:Q4,2/1/2013,18:24,-0.11,-0.07,-0.03,2013-02-01,-0.04,-1.33333333333,23.49,0.0425894378194,-0.0425713069391,0.0,-0.0425713069391,72159726,ELOQ US,Cash,Technology,23.5,-0.0425713069391,0.000425713069391,23.48,0.000851788756388,23.49,0.000425713069391,0.000426075686997,1.00085178876
2013:Q1,4/24/2013,7:00,-0.0909,0.0833,-0.018,2013-04-24,0.1013,5.62777777778,9.15,-3.43190157565,-2.15300546448,-5.08298755187,-7.1265560166,74358894,ELN ID,Cash,"Consumer, Non-cyclical",13.0,-5.08298755187,0.420765027322,8.953,0.452027253435,9.64,0.348547717842,0.0722173094801,0.207194899818
2011:Q2,8/11/2011,,-0.1614,-0.16,0.25,2011-08-11,-0.41,-1.64,32.99,0.151791135398,-0.181873294938,0.212636695018,0.0303766707169,55233097,ELMG US,Cash,Communications,33.0,0.0303766707169,0.00030312215823,32.93,0.00212572122684,32.92,0.00243013365735,0.00182259906862,6.01275432736
2013:A,11/12/2013,Aft-mkt,2621.7245,2622.0,2738.15,2013-11-12,-116.15,-0.042419151617,27700.0,-0.198126801153,0.0180505415162,-0.126194339282,-0.108166576528,81768224,EGIS HB,Cash,"Consumer, Non-cyclical",28000.0,0.0180505415162,0.0108303249097,27705.0,0.0106478974914,27735.0,0.00955471425996,-0.00018242741832,-0.0168441316249
2013:Q3,11/14/2013,,-0.1105,-0.2,0.13,2013-11-14,-0.33,-2.53846153846,11.97,0.334448160535,0.0835421888054,-0.0834724540901,0.0,82058789,EDG US,Cash,Energy,12.0,0.0,0.00250626566416,11.98,0.0016694490818,11.98,0.0016694490818,-0.000836816582357,-0.333889816361
2016:Q3,10/27/2016,16:40,0.6245,0.63,0.595,2016-10-27,0.035,0.0588235294118,34.3,-0.058394160584,-0.145772594752,0.116754232341,-0.0291885580852,120383581,EDE US,Cash,Utilities,34.0,-0.145772594752,-0.00874635568513,34.25,-0.00729927007299,34.26,-0.00758902510216,0.00144708561214,-0.165450121654
2016:Q2,7/28/2016,16:35,0.2719,0.27,0.178,2016-07-28,0.092,0.516853932584,33.56,-0.0894454382827,0.506555423123,-0.267459138187,0.237741456166,120383581,EDE US,Cash,Utilities,34.0,0.506555423123,0.0131108462455,33.73,0.00800474355173,33.65,0.0104011887073,-0.0051061026938,-0.38945637819
2016:Q1,4/28/2016,11:20,0.3822,0.3794,0.297,2016-04-28,0.0824,0.277441077441,33.58,0.566656725321,0.268016676593,-0.178359096314,0.089179548157,120383581,EDE US,Cash,Utilities,34.0,-0.178359096314,0.0125074449077,33.67,0.00980100980101,33.64,0.0107015457788,0.00180589912885,0.168751240818
2013:Q1,5/10/2013,10:36,0.4567,0.45,0.46,2013-05-10,-0.01,-0.0217391304348,19.7,-1.39930034983,0.203045685279,0.203458799593,0.406917599186,76616544,EBIX US,Cash,Technology,20.0,0.203458799593,0.0152284263959,19.74,0.0131712259372,19.66,0.0172939979654,-0.00206557156947,-0.1194386384
2016:Q2,8/3/2016,12:12,0.0293,0.0283,-0.09,2016-08-03,0.1183,1.31444444444,40.99,0.0,0.0,0.0,0.0,124618656,DWA US,Cash,"Consumer, Cyclical",41.0,0.0,0.000243961941937,40.99,0.000243961941937,40.99,0.000243961941937,0.0,0.0
2016:Q1,5/5/2016,16:01,0.1977,0.1578,0.005,2016-05-05,0.1528,30.56,39.785,-0.0250626566416,0.565539776298,-0.188158554942,0.376317109885,124618656,DWA US,Cash,"Consumer, Cyclical",41.0,0.565539776298,0.0305391479201,40.01,0.0247438140465,39.86,0.0286001003512,-0.00579533387358,-0.189767372972
2012:Q4,2/25/2013,8:17,0.3735,0.34,0.318,2013-02-25,0.022,0.0691823899371,15.56,0.128783000644,-0.12853470437,0.064308681672,-0.064308681672,72492452,DUF US,Cash,Financial,15.55,0.064308681672,-0.000642673521851,15.54,0.000643500643501,15.55,0.0,-0.000642673521851,
2017:S1,2/17/2017,,0.0315,0.027,0.032,2017-02-17,-0.005,-0.15625,2.78,-5.31914893617,-2.15827338129,-0.358422939068,-2.50896057348,136358903,DUE AU,Cash,Utilities,3.0,-2.50896057348,0.0791366906475,2.72,0.102941176471,2.79,0.0752688172043,0.0238044858231,0.300802139037
2016:Q3,11/7/2016,16:05,0.1911,0.52,0.533,2016-11-07,-0.013,-0.0243902439024,42.44,0.0,-0.0706880301602,0.0471475719,-0.02357378595,132183396,DTSI US,Cash,"Consumer, Cyclical",42.5,-0.0706880301602,0.0014137606032,42.41,0.00212214100448,42.42,0.001885902876,0.000708380401276,0.501061070502
2012:Q3,11/1/2012,6:00,2.0383,1.91,1.665,2012-11-01,0.245,0.147147147147,74.14,-6.42387455741,0.755327758295,-3.71428571429,-2.98701298701,68070105,DTGF US,Cash,"Consumer, Non-cyclical",87.5,-3.71428571429,0.180199622336,74.7,0.171352074967,77.0,0.136363636364,0.0438359859725,0.321463897132
2015:Q2,8/21/2015,7:30,0.48,1.16,0.676,2015-08-21,0.484,0.715976331361,12.2,-9.65630114566,-6.88524590164,0.660066006601,-6.27062706271,108250913,DSKY US,Cash,Technology,14.0,0.660066006601,0.147540983607,11.36,0.232394366197,12.12,0.155115511551,-0.0075745279446,-0.0488315312173
2014:Q3,11/7/2014,,-0.75,-0.75,-0.827,2014-11-07,0.077,0.093107617896,24.02,0.0,0.416319733555,-0.331950207469,0.0829875518672,97066463,DRTX US,Cash,"Consumer, Non-cyclical",23.0,0.0829875518672,-0.0424646128226,24.12,-0.0464344941957,24.1,-0.045643153527,-0.00396988137304,0.0934868142945
2014:Q3,10/29/2014,16:05,0.0863,0.0,-0.038,2014-10-29,0.038,1.0,25.54,0.313848568066,-0.587314017228,-0.58388478007,-1.16776956014,97859898,DRIV US,Cash,Technology,26.0,-0.587314017228,0.018010963195,25.39,0.0240252067743,25.69,0.0120669521214,0.00601424357933,0.333921263079
2016:Q2,8/8/2016,9:25,0.4368,0.4552,0.625,2016-08-08,-0.1698,-0.27168,29.51,1.67406901264,0.881057268722,0.442477876106,1.32743362832,127973862,DRII US,Cash,"Consumer, Cyclical",30.25,0.442477876106,0.0250762453406,29.77,0.0161236143769,29.38,0.0296119809394,-0.00453573559885,-0.153172312522
2015:Q1,5/8/2015,,-0.143,-0.14,0.243,2015-05-08,-0.383,-1.57613168724,84.25,1.23723723724,-0.0474777448071,1.51825521147,1.47005663333,96392479,DRC US,Cash,Energy,85.2,1.47005663333,0.0112759643917,84.21,0.011756323477,82.99,0.0266297144234,0.00048035908533,0.0426002662517
2014:Q4,2/27/2015,,0.85,0.6,1.294,2015-02-27,-0.694,-0.536321483771,81.39,-0.563104419146,0.0491460867428,-0.0981956548423,-0.0490978274211,96392479,DRC US,Cash,Energy,85.2,-0.0490978274211,0.0468116476226,81.43,0.0462974333784,81.47,0.0457837240702,-0.000514214244196,-0.0109847499567
2014:Q3,11/7/2014,Aft-mkt,0.4883,0.49,0.633,2014-11-07,-0.143,-0.225908372828,81.76,0.0367331945635,-0.122309197652,0.0367062278233,-0.0856478649211,96392479,DRC US,Cash,Energy,85.2,-0.122309197652,0.0420743639922,81.66,0.04335047759,81.73,0.0424568701823,0.00127611359784,0.0303299557439
2011:Q3,10/27/2011,17:05,0.58,0.7,0.77,2011-10-27,-0.07,-0.0909090909091,30.39,0.43017868961,-0.0987166831194,0.396432111001,0.297324083251,53850773,DPL US,Cash,Utilities,30.0,-0.0987166831194,-0.0128331688055,30.36,-0.0118577075099,30.27,-0.00891972249752,0.000975461295647,-0.0760109455762
2011:Q2,7/28/2011,17:00,0.3279,0.33,0.53,2011-07-28,-0.2,-0.377358490566,30.25,0.529275554085,0.0,-0.230870712401,-0.230870712401,53850773,DPL US,Cash,Utilities,30.0,0.0,-0.00826446280992,30.25,-0.00826446280992,30.32,-0.0105540897098,0.0,-0.0
2011:Q1,4/28/2011,17:10,0.47,0.56,0.665,2011-04-28,-0.105,-0.157894736842,30.35,0.099173553719,-0.197693574959,0.198085176626,0.0,53850773,DPL US,Cash,Utilities,30.0,-0.197693574959,-0.0115321252059,30.29,-0.00957411687025,30.29,-0.00957411687025,0.00195800833568,-0.169787294251
2010:Q3,11/10/2010,7:30,0.2971,0.297,0.2,2010-11-10,0.097,0.485,25.09,-0.0796178343949,0.0398565165405,0.0,0.0398565165405,48147411,DPB GR,Cash,Financial,25.0,0.0,-0.00358708648864,25.1,-0.00398406374502,25.09,-0.00358708648864,0.0,-0.0
2012:A,1/22/2013,,-2.78,-2.782,-1.199,2013-01-22,-1.583,-1.32026688907,38.14,-0.809399477807,-0.301520713162,-0.7158661981,-1.0152284264,69794281,DOU GR,Cash,"Consumer, Cyclical",38.0,-1.0152284264,-0.00367068694284,38.025,-0.000657462195924,38.415,-0.0108030717168,0.00301322474692,-0.820888513196
2012:A,2/13/2013,,0.6248,0.623,0.667,2013-02-13,-0.044,-0.0659670164918,137.0,0.0,-0.36496350365,0.0,-0.36496350365,71113463,DOCK NO,Cash,Industrial,18.5,-0.36496350365,-0.86496350365,136.5,-0.864468864469,137.0,-0.86496350365,0.000494639180771,-0.000571861331355
2010:S1,8/27/2010,7:01,0.3491,0.34,0.62,2010-08-27,-0.28,-0.451612903226,1810.0,0.332225913621,0.165745856354,0.221483942414,0.387596899225,46979020,DNX LN,Cash,Energy,18.0,0.221483942414,-0.990055248619,1813.0,-0.990071704357,1806.0,-0.990033222591,-2.20260274224e-05,2.22477659535e-05
2011:Q2,2/7/2011,16:05,1.04,1.04,0.97,2011-02-07,0.07,0.0721649484536,117.65,0.0850340136054,0.135996600085,0.0765566519224,0.212657366451,50406201,DNEX US,Cash,Industrial,118.5,0.135996600085,0.00722481937952,117.81,0.00585688820983,117.56,0.00799591697856,-0.00136793116969,-0.189337767192
2012:Q3,12/27/2011,9:00,-0.1067,0.01,0.011,2011-12-27,-0.001,-0.0909090909091,13.12,0.456273764259,0.533536585366,-0.0761614623001,0.4569687738,59839137,DMAN US,Cash,Technology,13.2,-0.0761614623001,0.00609756097561,13.19,0.000758150113723,13.13,0.00533130236101,0.000766258614605,0.143728222997
2011:Q3,3/4/2011,,0.4254,0.41,0.408,2011-03-04,0.002,0.00490196078431,18.99,0.26399155227,0.0526592943655,0.0526870389884,0.105374077977,49964878,DLM US,Cash,"Consumer, Non-cyclical",19.0,0.105374077977,0.000526592943655,19.0,0.0,18.98,0.00105374077977,-0.000526592943655,-1.0
2011:Q2,12/2/2010,8:00,0.408,0.41,0.345,2010-12-02,0.065,0.188405797101,18.77,0.0,-0.159829515184,0.0533049040512,-0.106609808102,49964878,DLM US,Cash,"Consumer, Non-cyclical",19.0,0.0533049040512,0.0122535961641,18.74,0.0138740661686,18.76,0.0127931769723,-0.00053958080819,-0.0421772331735
2016:A,2/23/2017,7:30,0.5822,1.396,1.388,2017-02-23,0.008,0.00576368876081,5.345,0.318173310874,-0.0561272217025,0.14989694585,0.0936855911561,133043058,DL NA,Cash,Financial,5.4,0.14989694585,0.0102899906455,5.342,0.0108573567952,5.337,0.0118043844857,-0.0015143938402,-0.128290792463
2017:Q1,5/11/2017,17:30,0.0573,0.42,0.42,2017-05-11,0.0,0.0,25.4,-0.353634577603,-0.236220472441,-0.117970900511,-0.353912701534,136508106,DH CN,Cash,Technology,25.5,-0.236220472441,0.00393700787402,25.34,0.00631412786109,25.43,0.00275265434526,0.00237711998707,0.603788476717
2012:Q1,5/9/2012,,0.9808,0.98,0.915,2012-05-09,0.065,0.0710382513661,45.4,0.0,0.132158590308,-0.0880281690141,0.044014084507,60186161,DFG US,Cash,Financial,43.875,0.044014084507,-0.03359030837,45.46,-0.0348658161021,45.44,-0.0344410211268,-0.00127550773202,0.0379724924812
2011:Q4,2/15/2012,17:58,0.88,0.88,0.883,2012-02-15,-0.003,-0.00339750849377,44.66,0.179573512907,0.0,0.0448028673835,0.0448028673835,60186161,DFG US,Cash,Financial,43.875,0.0,-0.0175772503359,44.66,-0.0175772503359,44.64,-0.0171370967742,0.0,-0.0
2013:A,8/23/2013,,0.4504,0.47,0.443,2013-08-23,0.027,0.0609480812641,12.37,-0.525040387722,-0.16168148747,-0.12111425111,-0.282599919257,76012707,DE NA,Cash,"Consumer, Non-cyclical",12.5,-0.282599919257,0.0105092966855,12.35,0.0121457489879,12.385,0.00928542591845,0.00163645230232,0.155714730614
2018:Q2,9/6/2017,17:32,0.5046,0.5064,0.315,2017-09-06,0.1914,0.607619047619,17.28,-1.71232876712,-0.810185185185,-1.3698630137,-2.16894977169,142281426,DDC CN,Cash,Basic Materials,14.25,-0.810185185185,-0.175347222222,17.14,-0.168611435239,17.52,-0.186643835616,0.00673578698302,-0.0384139930913
2011:Q3,3/17/2011,11:00,6.6007,6.528,6.11,2011-03-17,0.418,0.0684124386252,660.0,0.379075056861,0.0757575757576,0.0,0.0757575757576,51116040,DCO DC,Cash,"Consumer, Non-cyclical",700.0,0.0,0.0606060606061,660.5,0.0598031794095,660.0,0.0606060606061,0.0,0.0
2016:Q3,11/14/2016,Aft-mkt,-0.1539,-0.1621,-0.06,2016-11-14,-0.1021,-1.70166666667,19.01,0.157645822386,0.0,-0.209973753281,-0.209973753281,132854597,DCI CN,Cash,"Consumer, Non-cyclical",19.0,0.0,-0.000526038926881,19.01,-0.000526038926881,19.05,-0.00262467191601,0.0,-0.0
2011:Q3,11/1/2011,17:14,-0.0024,-0.13,-0.045,2011-11-01,-0.085,-1.88888888889,9.83,0.508130081301,0.508646998983,-0.203045685279,0.304568527919,58318974,DAY CN,Cash,Energy,10.08,0.508646998983,0.0254323499491,9.88,0.0202429149798,9.85,0.0233502538071,-0.00518943496938,-0.204048582996
2015:Q4,4/29/2016,,1.8381,2.1603,4.25,2016-04-29,-2.0897,-0.491694117647,7.14,-1.93905817175,0.280112044818,-0.418410041841,-0.139470013947,122185146,DANG US,Cash,Communications,8.8,-0.139470013947,0.232492997199,7.16,0.22905027933,7.17,0.227336122734,-0.00344271786927,-0.0148078346907
2011:Q3,8/9/2011,,-0.3427,0.408,0.53,2011-08-09,-0.122,-0.230188679245,45.3,0.219490781387,-0.0662251655629,-1.04849279161,-1.11402359109,54121431,D9C GR,Cash,Industrial,45.5,-1.11402359109,0.00441501103753,45.27,0.00508062734703,45.78,-0.00611620795107,0.000665616309501,0.150762094102
2011:Q2,5/4/2011,7:30,0.3509,0.35,0.42,2011-05-04,-0.07,-0.166666666667,46.4,4.71251409245,0.226293103448,-1.51756340868,-1.29470444657,54121431,D9C GR,Cash,Industrial,45.5,-1.51756340868,-0.0193965517241,46.505,-0.0216105795076,47.115,-0.0342778308394,0.0148812791153,-0.434137130351
2015:Q3,10/22/2015,16:05,0.8958,0.9,0.801,2015-10-22,0.099,0.123595505618,74.4,0.310852817948,-0.147849462366,0.554128936343,0.405460197324,110243232,CYT US,Cash,Basic Materials,75.25,-0.147849462366,0.0114247311828,74.29,0.012922331404,73.99,0.0170293282876,0.00149760022116,0.131084066417
2010:Q1,4/29/2010,16:00,0.0527,0.19,0.201,2010-04-29,-0.011,-0.0547263681592,25.77,0.272585669782,-0.34924330617,-0.270897832817,-0.61919504644,44716766,CYBS US,Cash,Communications,26.0,-0.34924330617,0.00892510671323,25.68,0.01246105919,25.84,0.0061919504644,0.0035359524768,0.396180414466
2013:Q1,5/6/2013,,0.17,0.17,0.23,2013-05-06,-0.06,-0.260869565217,13.03,0.306983883346,0.0767459708365,-0.229709035222,-0.153139356815,70698135,CXS US,Cash,Financial,13.0521,-0.153139356815,0.00169608595549,13.04,0.000927914110429,13.06,-0.000604900459418,-0.000768171845058,-0.452908558421
2012:Q4,2/19/2013,17:45,0.2,0.2,0.23,2013-02-19,-0.03,-0.130434782609,13.35,-0.0750750750751,-0.374531835206,0.225225225225,-0.15015015015,70698135,CXS US,Cash,Financial,13.0521,-0.374531835206,-0.0223146067416,13.3,-0.0186390977444,13.32,-0.0201126126126,0.00367550899721,-0.164713142373
